"pitches","player_id","player_name","api_game_date_month_text","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
100,672284,"Kelenic, Jarred","Jun",383,26.1,0.308,0.242,0.361,0.549,0.387,0.387,0.295,28,91,89.8,15,2281,89.3,89.63,18,85,15,0.29999999999999716,6.43,114,144,123,151,295,325,304,"-4.8","4.8","72.2","7.3",100,67,18,4,0,6,25,25,7,7,2.2813,0.6067,0.31919,-0.04465,"94.8",207,43.28358208955223,13.432835820895523,9,5.94,-0.73,-0.09,2.29,0.36,9,"4.848",0.349,0.56,"-4.848",0.013,0.01100000000000001,-0.011,0,21.2,"39.9"
99,668227,"Arozarena, Randy","Jul",416,23.8,0.298,0.274,0.351,0.571,0.41,0.373,0.267,25,84,89.2,13.2,2300,88.1,88.28,18,80,19,0.20000000000000284,6.43,107,151,120,147,299,326,294,"-7.9","7.9","71.6","7.4",99,62,12,8,0,5,23,23.2,10,10.1,2.54697,0.44143,0.24202,-0.07556,"94.6",178,43.54838709677419,12.903225806451612,8.080808080808081,5.69,-0.66,0.34,2.28,0.394,8,"8.028282828",0.37,0.487,"-8.028282828",0.031,0.02400000000000002,0.084,0.037,22.5,"37.2"
99,672761,"Pérez, Wenceel","Jun",414,23.9,0.269,0.065,0.325,0.333,0.287,0.331,0.312,25,93,87.4,16.2,2149,89.3,89.76,14,91,8,0.5,6.48,116,148,119,151,293,327,299,"0.2","-0.2","68.3","6.7",99,77,19,6,0,0,16,16.2,6,6.1,2.19364,0.68808,0.45857,-0.45857,"92.3",190,29.87012987012987,0,0,5.66,-1.14,-0.16,2.4,0.313,0,"-0.238383838",0.353,0.397,"0.238383838",-0.043,-0.03999999999999998,-0.064,-0.044,15.4,"40.0"
99,666176,"Adell, Jo","May",423,23.4,0.135,0.213,0.118,0.348,0.24,0.279,0.175,12,89,89.3,13.8,2357,90,89.97,26,84,15,0,6.4,108,151,120,146,305,321,293,"5.4","-5.4","75.3","7.7",99,57,5,1,0,6,33,33.3,7,7.1,2.22636,0.6299,0.3503,0.24929,"94.8",185,36.84210526315789,14.035087719298245,8.080808080808081,5.74,-1.01,-0.08,2.51,0.204,8,"-5.408080808",0.243,0.399,"5.408080808",-0.04,-0.03900000000000001,-0.051,-0.039,31,"39.0"
99,642350,"Siri, Jose","Mar/Apr",409,24.2,0.186,0.116,0.318,0.302,0.261,0.295,0.202,16,86,89.3,12,2299,89.9,90.11,32,78,21,0.19999999999998863,6.54,110,151,114,146,301,326,291,"2","-2","70.5","7.7",99,46,10,4,0,2,41,41.4,8,8.1,2.24061,0.63232,0.3451,-0.06429,"94.8",176,45.65217391304348,13.043478260869565,6.0606060606060606,5.81,-0.73,0.04,2.32,0.276,6,"-2.014141414",0.293,0.364,"2.014141414",-0.016,-0.01699999999999996,-0.062,-0.034,41,"41.8"
98,607043,"Nimmo, Brandon","May",470,20.9,0.226,0.167,0.302,0.393,0.325,0.352,0.251,19,84,92.2,8.8,2233,89.6,90.1,21,77,21,0.5,6.62,115,146,118,151,288,322,304,"-3","3","71.8","7.2",98,56,11,5,0,3,28,28.6,10,10.2,2.30592,0.56612,0.47194,-0.0299,"95.9",188,50,10.714285714285714,6.122448979591836,5.68,-0.73,0.13,2.34,0.337,6,"3.026530612",0.358,0.441,"-3.026530612",-0.025,-0.020999999999999963,-0.048,-0.027,27.3,"36.6"
98,665742,"Soto, Juan","Jul",418,23.4,0.338,0.338,0.344,0.675,0.475,0.54,0.375,27,80,95.6,15.6,2279,89.8,89.96,8,75,23,0.20000000000000284,6.4,117,146,120,152,293,332,300,"-11.6","11.6","74.2","7.3",98,67,12,9,0,6,13,13.3,18,18.4,2.36388,0.50112,0.41194,-0.34051,"98.6",211,61.19402985074627,23.88059701492537,16.3265306122449,5.75,-0.4,-0.17,2.29,0.459,16,"11.82755102",0.49,0.826,"-11.82755102",-0.037,-0.030999999999999972,-0.151,-0.065,10.7,"36.5"
98,571745,"Haniger, Mitch","Mar/Apr",469,20.9,0.222,0.122,0.293,0.344,0.28,0.293,0.229,20,90,87.1,10.9,2231,89.1,89.41,20,81,17,0.30000000000001137,6.49,107,152,121,146,303,323,290,"0.2","-0.2","70.3","6.9",98,61,15,2,0,3,29,29.6,8,8.2,2.18153,0.73258,0.16367,0.04184,"94.1",167,42.62295081967213,8.19672131147541,5.1020408163265305,5.64,-0.96,0,2.28,0.286,5,"-0.240816327",0.292,0.374,"0.240816327",-0.007,-0.006000000000000005,-0.03,-0.013,24.7,"39.3"
98,669016,"Marsh, Brandon","Mar/Apr",438,22.4,0.281,0.247,0.345,0.528,0.36,0.374,0.282,25,89,94.3,9.7,2249,88.9,89.09,22,83,15,0.19999999999998863,6.44,119,147,118,151,291,322,300,"-4","4","71.4","7.0",98,61,16,2,1,6,30,30.6,7,7.1,2.33755,0.58612,0.35122,-0.27,"97.0",185,62.295081967213115,9.836065573770492,6.122448979591836,5.86,-0.82,-0.04,2.16,0.327,6,"4.095918367",0.34,0.509,"-4.095918367",-0.001,-0.013000000000000012,0.019,-0.014,26.5,"39.5"
98,673357,"Robert Jr., Luis","Jul",409,24,0.247,0.157,0.388,0.404,0.316,0.271,0.201,22,89,90.7,12.5,2272,89.7,90.08,30,82,16,0.5,6.54,110,152,121,148,303,325,298,"-1.4","1.4","72.6","7.7",98,52,14,5,0,3,37,37.8,9,9.2,2.3652,0.50398,0.3401,0.24888,"95.5",176,40.38461538461539,9.615384615384617,5.1020408163265305,5.72,-1.59,0.2,2.37,0.316,5,"1.41122449",0.274,0.334,"-1.41122449",0.046,0.04199999999999998,0.07,0.045,36.6,"36.2"
98,668227,"Arozarena, Randy","Sep/Oct",479,20.5,0.22,0.159,0.314,0.378,0.319,0.316,0.209,18,82,89.6,7.4,2295,90,90.26,20,73,25,0.29999999999999716,6.47,107,151,119,146,300,324,297,"-0.6","0.6","72.3","7.4",98,53,9,7,0,2,30,30.6,12,12.2,2.16235,0.68347,0.4302,-0.01735,"94.9",123,49.056603773584904,9.433962264150944,5.1020408163265305,5.64,-0.7,0.24,2.3,0.337,5,"0.628571429",0.329,0.368,"-0.628571429",0.011,0.008000000000000007,0.01,0.003,27.4,"38.4"
98,543807,"Springer, George","Jun",363,27,0.236,0.213,0.254,0.449,0.324,0.36,0.282,21,89,89.2,8.4,2308,90.3,90.63,13,82,16,0.29999999999999716,6.47,109,152,122,147,297,323,289,"-2.4","2.4","71.1","7.3",98,68,12,4,0,5,21,21.4,7,7.1,2.18898,0.64351,0.30306,0.15204,"95.2",154,42.64705882352941,11.76470588235294,8.16326530612245,5.75,-1.03,0.04,2.45,0.299,8,"2.470408163",0.341,0.49,"-2.470408163",-0.046,-0.04200000000000004,-0.041,-0.036,15.9,"39.0"
98,682985,"Greene, Riley","Jun",470,20.9,0.279,0.233,0.35,0.512,0.374,0.334,0.23,24,86,90.3,13.6,2181,89.2,89.63,19,83,15,0.3999999999999915,6.5,119,147,129,151,296,329,303,"-8.1","8.1","74.1","7.1",98,63,13,5,3,3,23,23.5,10,10.2,2.25612,0.64876,0.45583,-0.29708,"95.2",176,49.2063492063492,11.11111111111111,7.142857142857142,5.64,-0.8,-0.03,2.47,0.361,7,"8.26122449",0.318,0.45,"-8.26122449",0.049,0.04299999999999998,0.062,0.04,22.9,"38.9"
98,686668,"Doyle, Brenton","Jun",363,27,0.211,0.044,0.257,0.256,0.215,0.292,0.248,19,90,88.2,12.6,2261,90.2,91.02,18,89,9,0.7999999999999972,6.61,105,150,112,145,313,328,296,"3.6","-3.6","69.5","7.2",98,71,17,1,0,1,23,23.5,2,2,2.33337,0.49677,0.28959,0.09265,"93.9",159,39.436619718309856,7.042253521126761,5.1020408163265305,5.77,-1.08,-0.04,2.37,0.235,5,"-3.635714286",0.28,0.366,"3.635714286",-0.037,-0.04500000000000004,-0.11,-0.077,20.2,"39.8"
97,682998,"Carroll, Corbin","Jul",405,24,0.202,0.262,0.197,0.464,0.32,0.295,0.208,17,84,90.5,12.7,2287,89.6,89.76,9,75,22,0.20000000000000284,6.36,116,145,114,150,292,322,303,"1","-1","72.6","7.0",97,66,7,3,2,5,20,20.6,9,9.3,2.25093,0.62062,0.38104,-0.07208,"94.2",158,40.909090909090914,4.545454545454546,3.0927835051546393,5.8,-0.78,0.03,2.24,0.289,3,"-1.041237113",0.298,0.356,"1.041237113",-0.006,-0.009000000000000008,0.108,0.025,12,"39.6"
97,671732,"Butler, Lawrence","Jul",389,24.9,0.356,0.411,0.371,0.767,0.487,0.414,0.306,32,90,93.5,13.8,2153,89.6,89.8,11,82,15,0.20000000000000284,6.39,115,146,119,151,293,323,306,"-20.6","20.6","75.1","7.1",97,71,15,6,2,9,19,19.6,7,7.2,2.27526,0.6925,0.51814,-0.46845,"96.5",211,54.929577464788736,16.901408450704224,12.371134020618557,5.77,-1.44,-0.05,2.49,0.402,12,"21.236082474",0.357,0.625,"-21.236082474",0.05,0.04500000000000004,0.142,0.073,13.4,"36.8"
97,682985,"Greene, Riley","Mar/Apr",554,17.5,0.266,0.241,0.309,0.506,0.386,0.399,0.27,21,79,92.2,9.9,2215,89.2,89.5,15,74,23,0.29999999999999716,6.52,117,146,126,152,294,326,297,"-6.7","6.7","72.9","7.3",97,59,11,5,1,4,21,21.6,17,17.5,2.22711,0.69271,0.61196,-0.60969,"95.7",178,44.06779661016949,16.94915254237288,10.309278350515463,5.72,-1.06,-0.16,2.31,0.392,10,"6.946391753",0.395,0.535,"-6.946391753",-0.004,-0.0030000000000000027,-0.029,-0.013,20.3,"37.9"
97,666971,"Gurriel Jr., Lourdes","Jun",385,25.2,0.337,0.185,0.397,0.522,0.378,0.332,0.281,31,92,88.8,17.2,2171,89.6,90.04,18,90,7,0.4000000000000057,6.49,110,150,123,148,307,329,296,"-6","6","68.6","7.5",97,72,23,3,1,4,21,21.6,2,2.1,2.34938,0.52711,0.39448,0.08073,"93.2",182,37.5,9.722222222222223,7.216494845360824,5.79,-0.8,0.16,2.3,0.361,7,"6.218556701",0.309,0.452,"-6.218556701",0.056,0.05199999999999999,0.07,0.046,20,"39.2"
97,680977,"Donovan, Brendan","Jun",421,23,0.3,0.144,0.333,0.444,0.347,0.34,0.284,27,90,88.7,15.2,2178,90.1,90.41,9,84,13,0.30000000000001137,6.42,120,147,114,151,292,322,306,"-4.1","4.1","68.7","6.7",97,75,20,4,0,3,15,15.5,5,5.2,2.16833,0.67312,0.37937,-0.204,"93.2",176,36,5.333333333333334,4.123711340206185,5.77,-0.63,-0.07,2.38,0.351,4,"4.191752577",0.336,0.439,"-4.191752577",0.016,0.014999999999999958,0.005,0.007,10.7,"38.3"
97,665742,"Soto, Juan","Jun",462,21,0.262,0.277,0.273,0.538,0.446,0.47,0.291,17,65,91.2,12.1,2249,89.5,89.88,13,62,35,0.4000000000000057,6.58,120,146,130,151,290,327,301,"-6.7","6.7","71.8","7.2",97,49,10,1,1,5,17,17.5,30,30.9,2.37784,0.50856,0.28608,-0.21866,"97.0",165,53.06122448979592,18.367346938775512,9.278350515463918,5.66,-0.37,-0.17,2.44,0.495,9,"6.930927835",0.52,0.547,"-6.930927835",-0.029,-0.025000000000000022,-0.009,-0.024,21,"34.9"
96,664023,"Happ, Ian","Mar/Apr",538,17.8,0.193,0.096,0.268,0.289,0.271,0.292,0.213,16,83,89.6,8.1,2136,89,89.22,21,78,18,0.20000000000000284,6.46,116,148,123,151,291,322,300,"0.5","-0.5","71.7","7.0",96,57,11,3,1,1,26,27.1,13,13.5,2.28875,0.62229,0.52606,-0.52606,"94.5",126,33.33333333333333,10.526315789473683,6.25,5.67,-1.09,-0.02,2.18,0.302,6,"-0.559375",0.32,0.321,"0.559375",-0.02,-0.018000000000000016,-0.032,-0.021,26.9,"36.0"
96,656775,"Mullins, Cedric","Sep/Oct",391,24.6,0.286,0.202,0.297,0.488,0.372,0.363,0.292,24,84,88.5,13.5,2195,89.6,89.76,14,84,12,0.20000000000000284,6.41,114,145,110,151,291,322,301,"-3.8","3.8","68.3","7.6",96,69,17,2,0,5,15,15.6,10,10.4,2.26802,0.60542,0.43292,-0.15771,"93.5",154,39.130434782608695,5.797101449275362,4.166666666666666,5.75,-0.96,-0.21,2.17,0.368,4,"3.938541667",0.374,0.451,"-3.938541667",-0.006,-0.006000000000000005,0.037,0.009,16.7,"36.1"
96,657041,"Thomas, Lane","Mar/Apr",400,24,0.184,0.069,0.212,0.253,0.229,0.272,0.22,16,87,88.2,21,2250,88.4,88.81,11,79,17,0.3999999999999915,6.51,106,150,120,146,298,313,288,"5","-5","70.5","6.7",96,68,14,0,0,2,20,20.8,8,8.3,2.48552,0.45937,0.27189,-0.26684,"93.2",170,36.76470588235294,4.411764705882353,3.125,5.86,-0.33,0.17,2.33,0.25,3,"-5.227083333",0.283,0.328,"5.227083333",-0.036,-0.032999999999999974,-0.075,-0.043,13.9,"40.0"
96,666971,"Gurriel Jr., Lourdes","May",375,25.6,0.196,0.076,0.239,0.272,0.222,0.247,0.213,18,92,89.1,12.2,2291,90.4,90.49,17,89,7,0.09999999999999432,6.38,111,151,124,148,303,324,291,"5.8","-5.8","69.0","7.3",96,72,13,4,0,1,20,20.8,3,3.1,2.11552,0.71208,0.39232,0.17737,"93.6",153,38.88888888888889,4.166666666666666,3.125,5.82,-0.84,0.03,2.35,0.229,3,"-5.989583333",0.246,0.316,"5.989583333",-0.017,-0.016999999999999987,-0.044,-0.025,19.1,"41.0"
96,669261,"Suwinski, Jack","Mar/Apr",418,23,0.188,0.118,0.212,0.306,0.259,0.311,0.235,16,85,88.7,17.5,2170,88.2,88.49,12,80,16,0.29999999999999716,6.5,116,146,119,150,292,319,299,"4.8","-4.8","71.6","7.1",96,68,10,4,0,2,18,18.8,10,10.4,2.37833,0.59958,0.34611,-0.26211,"95.0",164,38.23529411764706,7.352941176470589,5.208333333333334,5.71,-0.98,-0.11,2.28,0.271,5,"-5.040625",0.316,0.375,"5.040625",-0.047,-0.044999999999999984,-0.069,-0.052,15,"36.4"
95,594807,"Duvall, Adam","Jun",349,27.2,0.136,0.045,0.2,0.182,0.179,0.264,0.18,12,88,88.4,26.5,2269,88.3,88.74,24,80,15,0.4000000000000057,6.46,107,152,121,147,306,328,297,"6.1","-6.1","70.7","7.6",95,56,10,1,0,1,32,33.7,6,6.3,2.35747,0.595,0.11453,-0.21411,"94.4",188,39.285714285714285,12.5,7.368421052631578,5.98,-0.65,0.21,2.26,0.2,7,"-6.370526316",0.241,0.36,"6.370526316",-0.044,-0.04099999999999998,-0.178,-0.085,30,"41.8"
95,666139,"Lowe, Josh","Sep/Oct",417,22.8,0.218,0.069,0.34,0.287,0.258,0.277,0.213,19,87,90,15,2229,88.7,88.99,31,85,10,0.29999999999999716,6.48,114,147,124,151,287,324,303,"2.4","-2.4","71.5","7.1",95,54,15,3,0,1,33,34.7,8,8.4,2.454,0.48755,0.30758,-0.18905,"94.4",178,46.2962962962963,9.25925925925926,5.263157894736842,5.76,-1.28,-0.04,2.37,0.284,5,"-2.506315789",0.279,0.346,"2.506315789",0.005,0.004999999999999949,-0.059,-0.019,36.5,"38.7"
95,672761,"Pérez, Wenceel","May",393,24.2,0.241,0.115,0.313,0.356,0.284,0.306,0.265,21,87,89.8,16.4,2242,89.5,89.75,16,83,12,0.29999999999999716,6.39,111,147,119,150,293,322,294,"-0.5","0.5","68.5","6.8",95,67,14,4,3,0,21,22.1,7,7.4,2.27217,0.60859,0.38978,-0.38978,"93.1",175,34.32835820895522,5.970149253731343,4.2105263157894735,5.75,-0.85,-0.16,2.37,0.295,4,"0.536842105",0.319,0.371,"-0.536842105",-0.024,-0.02400000000000002,-0.015,-0.022,19.3,"38.7"
95,595777,"Profar, Jurickson","Jul",409,23.2,0.267,0.267,0.242,0.535,0.373,0.4,0.295,23,86,92.8,12.7,2193,90.1,90.66,9,82,13,0.6000000000000085,6.67,117,148,122,151,296,319,295,"-3.9","3.9","71.3","7.3",95,73,14,2,0,7,13,13.7,7,7.4,2.19621,0.65642,0.48158,-0.48158,"95.7",178,47.94520547945205,15.068493150684931,11.578947368421053,5.66,-0.86,-0.03,2.3,0.337,11,"4.082105263",0.362,0.572,"-4.082105263",-0.028,-0.024999999999999967,-0.037,-0.027,11,"36.1"
94,621493,"Ward, Taylor","May",433,21.7,0.231,0.205,0.259,0.436,0.33,0.354,0.24,18,78,90.7,15.7,2281,89.9,89.93,18,76,18,0,6.45,108,151,121,146,307,320,292,"-0.8","0.8","69.6","7.1",94,58,10,4,0,4,23,24.5,13,13.8,2.23809,0.63891,0.37043,0.08149,"94.8",208,41.37931034482759,17.24137931034483,10.638297872340425,5.82,-1.03,0.16,2.35,0.33,10,"0.79893617",0.34,0.495,"-0.79893617",-0.009,-0.010000000000000009,-0.059,-0.024,23.7,"40.4"
94,669004,"Melendez, MJ","Mar/Apr",409,23,0.174,0.163,0.197,0.337,0.256,0.321,0.241,15,86,90.7,10.2,2184,89.4,89.89,18,82,12,0.5,6.5,118,146,127,152,295,325,306,"0.6","-0.6","71.2","7.6",94,64,7,5,0,3,22,23.4,8,8.5,2.21585,0.66053,0.48649,-0.4367,"94.7",154,39.0625,9.375,6.382978723404255,5.78,-1.16,-0.23,2.28,0.245,6,"-0.596808511",0.306,0.431,"0.596808511",-0.067,-0.061,-0.094,-0.065,22,"40.4"
94,642350,"Siri, Jose","Jun",395,23.8,0.259,0.282,0.34,0.541,0.363,0.361,0.239,22,85,91,20.3,2316,89.9,89.91,23,76,18,0,6.38,109,151,116,146,306,327,290,"-1.8","1.8","71.6","7.8",94,53,10,6,0,6,33,35.1,8,8.5,2.36309,0.50479,0.18355,-0.00935,"95.6",224,45.28301886792453,20.754716981132077,11.702127659574469,5.74,-0.79,0.25,2.24,0.319,11,"1.942553191",0.305,0.543,"-1.942553191",0.02,0.014000000000000012,-0.002,0.002,30.3,"36.7"
94,595777,"Profar, Jurickson","Jun",451,20.8,0.272,0.148,0.297,0.42,0.344,0.364,0.279,22,81,91.1,10.6,2183,89.1,89.52,10,77,17,0.4000000000000057,6.55,110,147,121,148,293,320,297,"-3.6","3.6","70.9","7.3",94,67,16,3,0,3,15,16,10,10.6,2.33255,0.57319,0.3633,-0.3633,"94.8",160,43.28358208955223,8.955223880597014,6.382978723404255,5.74,-0.45,-0.06,2.18,0.362,6,"3.790425532",0.369,0.463,"-3.790425532",-0.007,-0.007000000000000006,-0.043,-0.02,13,"36.9"
94,664983,"McCarthy, Jake","Sep/Oct",358,26.3,0.211,0.022,0.247,0.233,0.216,0.264,0.246,19,90,80.1,2.5,2234,89.3,89.45,6,83,11,0.10000000000000853,6.33,114,148,112,151,286,320,300,"1.8","-1.8","65.6","6.4",94,77,17,2,0,0,13,13.8,2,2.1,2.37404,0.54656,0.42915,-0.13702,"91.5",112,27.27272727272727,1.2987012987012987,1.0638297872340425,5.75,-0.59,0.01,2.37,0.245,1,"-1.910638298",0.278,0.308,"1.910638298",-0.035,-0.03300000000000003,-0.075,-0.048,7.2,"38.3"
94,592206,"Castellanos, Nick","Sep/Oct",368,25.5,0.298,0.214,0.35,0.512,0.382,0.4,0.326,25,84,89.5,15.7,2195,89.4,89.72,17,81,13,0.29999999999999716,6.53,107,152,126,147,302,326,291,"-5.6","5.6","70.9","7.6",94,64,16,4,1,4,20,21.3,7,7.4,2.31957,0.57713,0.34372,0.15032,"93.5",201,39.0625,9.375,6.382978723404255,5.76,-0.56,0.11,2.45,0.372,6,"5.988297872",0.397,0.527,"-5.988297872",-0.028,-0.025000000000000022,-0.015,-0.018,21,"37.4"
94,664023,"Happ, Ian","May",412,22.8,0.232,0.244,0.269,0.476,0.341,0.36,0.251,19,82,89.4,12.8,2313,90.6,91.08,18,75,19,0.5,6.56,116,147,120,149,295,321,297,"-2.5","2.5","70.4","6.8",94,57,9,5,0,5,26,27.7,10,10.6,2.19798,0.61516,0.32713,-0.32713,"95.0",182,45.614035087719294,15.789473684210526,9.574468085106384,5.62,-0.91,0.1,2.29,0.319,9,"2.646808511",0.338,0.495,"-2.646808511",-0.019,-0.019000000000000017,-0.019,-0.019,24,"37.5"
94,608385,"Winker, Jesse","Mar/Apr",526,17.9,0.273,0.117,0.333,0.39,0.359,0.367,0.28,21,77,88.9,9.8,2227,90,90.23,12,71,23,0.20000000000000284,6.44,121,146,126,151,286,314,297,"-2.7","2.7","68.9","7.2",94,59,16,3,0,2,18,19.1,14,14.9,2.16032,0.68181,0.57415,0.20138,"94.1",125,38.983050847457626,6.779661016949152,4.25531914893617,5.76,-0.22,0.27,2.38,0.404,4,"2.868085106",0.41,0.401,"-2.868085106",-0.007,-0.00599999999999995,-0.011,-0.008,16.9,"38.6"
93,686668,"Doyle, Brenton","Jul",358,26,0.337,0.488,0.346,0.826,0.501,0.435,0.301,29,86,91.3,17.6,2285,88.9,89.59,16,79,14,0.6999999999999886,6.48,109,151,120,148,307,331,296,"-13.8","13.8","69.6","7.3",93,63,10,7,1,11,23,24.7,7,7.5,2.44032,0.45935,0.2771,-0.1872,"96.5",221,53.96825396825397,23.809523809523807,16.129032258064516,5.56,-0.52,0.04,2.42,0.387,15,"14.877419355",0.354,0.689,"-14.877419355",0.036,0.03300000000000003,0.137,0.066,20.3,"31.6"
93,691718,"Crow-Armstrong, Pete","Aug",339,27.4,0.306,0.247,0.324,0.553,0.384,0.362,0.284,26,85,90.9,22,2239,88.5,88.8,12,84,9,0.29999999999999716,6.39,111,145,102,149,289,319,299,"-9.9","9.9","70.2","7.2",93,72,15,5,2,4,14,15.1,6,6.5,2.43194,0.56674,0.3088,-0.1538,"94.7",198,47.22222222222222,11.11111111111111,8.60215053763441,5.83,-0.91,-0.11,2.36,0.355,8,"10.646236559",0.335,0.511,"-10.646236559",0.022,0.019999999999999962,0.042,0.022,14.3,"39.0"
93,662139,"Varsho, Daulton","May",398,23.4,0.181,0.205,0.2,0.386,0.286,0.25,0.164,15,83,83.9,29.3,2215,89,89.4,18,77,16,0.4000000000000057,6.52,114,145,115,151,291,322,296,"-0.9","0.9","72.8","7.7",93,59,7,3,1,4,24,25.8,10,10.8,2.3678,0.54198,0.45505,-0.3456,"92.0",188,28.8135593220339,6.779661016949152,4.301075268817205,5.78,-0.94,-0.25,2.07,0.269,4,"1.008602151",0.254,0.3,"-1.008602151",0.017,0.015000000000000013,0.086,0.036,23.4,"38.5"
93,680757,"Kwan, Steven","Jun",406,22.9,0.373,0.229,0.375,0.602,0.447,0.347,0.3,31,83,88.7,18.1,2306,90.4,90.43,3,79,14,0,6.38,114,146,110,150,275,313,297,"-8.8","8.8","65.2","6.5",93,76,20,7,0,4,7,7.5,8,8.6,2.1928,0.63344,0.48772,-0.09859,"92.0",202,26.31578947368421,0,0,5.64,-0.51,-0.08,2.34,0.441,0,"9.472043011",0.375,0.407,"-9.472043011",0.073,0.066,0.195,0.1,3.8,"35.6"
93,624585,"Soler, Jorge","Sep/Oct",379,24.5,0.287,0.263,0.339,0.55,0.387,0.363,0.25,23,80,92,17.5,2323,89.3,89.67,11,73,20,0.4000000000000057,6.44,108,152,127,147,307,326,296,"-6.8","6.8","74.6","7.7",93,60,10,9,0,4,21,22.6,8,8.6,2.26108,0.61935,0.28387,0.08344,"96.8",182,55.00000000000001,20,12.903225806451612,5.85,-0.97,0.08,2.54,0.363,12,"7.262365591",0.335,0.493,"-7.262365591",0.037,0.02799999999999997,0.057,0.024,15.1,"39.5"
93,668804,"Reynolds, Bryan","Aug",440,21.1,0.282,0.118,0.4,0.4,0.328,0.331,0.268,24,85,89.1,7.3,2268,88.2,88.57,25,82,11,0.3999999999999915,6.54,112,147,125,150,302,320,298,"-3.4","3.4","69.1","6.9",93,57,18,4,0,2,28,30.1,7,7.5,2.58774,0.3938,0.23022,-0.23022,"94.5",176,42.10526315789473,5.263157894736842,3.225806451612903,5.61,-0.67,-0.06,2.1,0.344,3,"3.674193548",0.331,0.423,"-3.674193548",0.014,0.012999999999999956,-0.023,-0.003,30.5,"36.3"
93,676694,"Meyers, Jake","Jul",334,27.8,0.165,0.153,0.164,0.318,0.239,0.342,0.254,14,85,88,16.3,2286,90.6,90.72,11,81,12,0.10000000000000853,6.41,107,150,111,146,296,322,286,"5.9","-5.9","67.5","6.9",93,70,7,4,0,3,16,17.2,6,6.5,2.14258,0.66527,0.34075,0.03968,"93.4",166,37.142857142857146,11.428571428571429,8.60215053763441,5.63,-1.13,-0.03,2.45,0.226,8,"-6.355913978",0.31,0.484,"6.355913978",-0.089,-0.08399999999999999,-0.166,-0.103,13.6,"34.4"
93,673357,"Robert Jr., Luis","Sep/Oct",322,28.9,0.235,0.071,0.333,0.306,0.266,0.247,0.189,20,85,88.8,14.8,2244,87.3,87.54,23,83,10,0.20000000000000284,6.45,108,152,124,147,301,326,298,"1.6","-1.6","72.6","7.7",93,60,14,6,0,0,26,28,5,5.4,2.57753,0.46902,0.22462,-0.16204,"93.6",181,33.33333333333333,6.666666666666667,4.301075268817205,5.82,-0.35,0.19,2.44,0.29,4,"-1.76344086",0.256,0.269,"1.76344086",0.046,0.033999999999999975,0.037,0.019,27.7,"39.4"
93,671289,"Freeman, Tyler","Mar/Apr",370,25.1,0.195,0.146,0.21,0.341,0.276,0.32,0.241,16,82,90.6,12.5,2266,88,87.93,14,79,14,-0.09999999999999432,6.33,108,150,116,146,293,318,289,"-1.8","1.8","71.7","7.3",93,65,10,3,0,3,18,19.4,7,7.5,2.58376,0.41587,0.15462,0.10581,"95.3",156,50.76923076923077,7.6923076923076925,5.376344086021505,5.63,-0.58,0.03,2.22,0.28,5,"1.882795699",0.322,0.401,"-1.882795699",-0.046,-0.04199999999999998,-0.06,-0.044,17.7,"35.0"
92,676694,"Meyers, Jake","May",343,26.8,0.305,0.195,0.349,0.5,0.381,0.387,0.306,25,82,90.4,13.8,2197,90.6,90.61,8,74,18,0,6.41,107,150,113,146,295,323,285,"-8.3","8.3","69.0","6.8",92,66,17,3,2,3,16,17.4,8,8.7,2.07228,0.75319,0.47033,0.08424,"94.5",187,40.909090909090914,9.090909090909092,6.521739130434782,5.83,-0.82,-0.07,2.47,0.38,6,"9.022826087",0.381,0.51,"-9.022826087",-0.001,-0.0010000000000000009,-0.01,-0.006,10.8,"39.1"
92,694671,"Langford, Wyatt","Jun",412,22.3,0.321,0.226,0.364,0.548,0.397,0.344,0.262,27,84,89.3,19.1,2187,89.2,89.4,10,79,13,0.20000000000000284,6.46,111,152,123,146,306,325,294,"-11.5","11.5","74.0","6.7",92,69,16,6,2,3,15,16.3,7,7.6,2.50207,0.40879,0.42587,0.19609,"95.0",166,44.927536231884055,11.594202898550725,8.695652173913043,5.68,-0.54,-0.06,2.37,0.38,8,"12.464130435",0.327,0.465,"-12.464130435",0.059,0.05299999999999999,0.083,0.053,12.7,"35.6"
